CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC
11.1642,0.4197,62.1887,1.1998,1.1548,5.4088,2.1083,127.0359
11.1321,0.333,64.8409,1.1998,1.1541,5.4142,2.1217,126.815
11.1322,0.246,65.4619,1.1993,1.1534,5.1938,2.1196,126.8806
11.1071,0.2551,62.2039,1.1981,1.1527,5.1731,2.1079,127.2246
11.0881,0.3575,62.0857,1.1961,1.1515,5.4809,2.0982,127.6331
11.0872,0.4424,63.741,1.1934,1.1493,5.3668,2.098,127.9159
11.0941,0.4431,64.7912,1.19,1.1461,4.9844,2.0981,128.0124
11.079,0.431,63.6275,1.1866,1.1422,4.9145,2.0953,127.9895
11.0692,0.4368,62.082,1.1839,1.1389,5.0603,2.1021,127.9503
11.0591,0.4333,64.0409,1.1824,1.1372,4.9827,2.119,127.9617
11.0298,0.4241,65.4081,1.1821,1.1375,4.955,2.1274,127.9823
11.019,0.4207,66.0543,1.1829,1.1394,5.2709,2.1213,127.9642
11.0131,0.4214,65.0701,1.1841,1.1417,5.6392,2.111,127.8955
10.998,0.4018,64.9971,1.1851,1.1436,5.6241,2.1061,127.7705
10.9586,0.3831,66.2193,1.1853,1.1446,5.2775,2.1008,127.6693
10.9529,0.3848,65.8299,1.1845,1.1441,5.2818,2.094,127.6625
10.9569,0.3688,67.3029,1.1824,1.1418,5.6774,2.1035,127.6436
10.9659,0.3284,65.5746,1.1793,1.1385,5.7262,2.1278,127.4522
10.9386,0.3257,62.1621,1.1753,1.1355,5.3164,2.1334,127.1071
10.9499,0.5384,65.2616,1.1712,1.1336,5.0304,2.1287,126.8525
10.9327,1.4376,65.6088,1.1672,1.1316,4.9039,2.1327,126.7249
10.9281,2.5636,64.8552,1.1636,1.1281,4.8817,2.1304,126.4869
10.8615,2.0934,66.0804,1.1605,1.1232,5.0715,2.1265,126.0215
10.8687,0.7576,67.0832,1.1577,1.1181,5.2419,2.1237,125.5547
10.8265,0.3652,64.6369,1.1557,1.1138,5.2037,2.1221,125.48
10.8024,0.4465,62.7471,1.1548,1.1122,5.1869,2.1325,125.9546
10.8045,0.4774,62.3037,1.1552,1.1153,5.5573,2.173,126.7681
10.7923,0.4601,61.2139,1.1563,1.1216,5.7381,2.2479,127.6711
10.8186,0.4399,64.6341,1.1569,1.1256,5.2519,2.2989,128.6739
10.8246,0.4432,66.6804,1.1556,1.1218,4.8242,2.2502,129.7901
10.8126,0.4594,66.4423,1.1522,1.1104,4.7605,2.1627,130.6664
10.7835,0.4707,68.6814,1.1478,1.0981,4.7964,2.1313,130.9149
10.7584,0.4681,68.7029,1.1439,1.0911,4.8923,2.1355,130.5737
10.7533,0.4574,67.7821,1.1417,1.0914,4.865,2.142,129.9969
10.7453,0.439,67.6336,1.1409,1.0955,4.6776,2.1384,129.4899
10.7585,0.4468,64.3861,1.1409,1.0987,4.7569,1.887,129.0309
10.6677,0.4641,65.2019,1.1409,1.0986,4.8004,1.2238,128.4456
10.6311,0.4385,66.7999,1.141,1.0974,4.4551,1.1651,127.6343
10.6291,0.4064,64.8679,1.1418,1.0979,4.3849,1.8338,126.6372
10.6202,0.4011,60.6491,1.1438,1.1012,4.6746,2.0993,125.7267
10.6122,0.4143,58.6851,1.1471,1.1069,4.8878,2.0908,125.2023
10.6122,0.423,61.451,1.1512,1.1138,5.0443,2.0908,125.1344
10.59,0.4351,63.3455,1.1551,1.1198,5.232,2.0948,125.4743
10.582,0.4599,61.1128,1.1583,1.1232,5.3166,2.0973,126.093
10.5871,0.4654,61.584,1.1601,1.1236,5.3035,2.093,126.7426
10.588,0.4619,64.8283,1.1608,1.1228,5.2024,2.0848,127.1916
10.5901,0.445,64.5313,1.1606,1.1224,5.1629,2.0739,127.4785
10.5892,0.4291,63.5142,1.1597,1.1229,5.4977,2.0723,127.7713
10.585,0.4549,62.0091,1.1576,1.1229,5.9188,2.0853,128.0964
10.6061,0.4961,61.1277,1.1539,1.1204,5.8967,2.1095,128.3582
10.6031,0.5041,63.4029,1.1488,1.1144,5.6582,2.151,128.5677
10.6082,0.4614,68.5095,1.1429,1.1059,5.64,2.2287,128.9177
10.616,0.4212,70.6875,1.1369,1.0973,5.6181,2.3178,129.606
10.6322,0.4331,70.175,1.1317,1.0903,5.6452,2.322,130.5254
10.616,0.4642,71.8084,1.1276,1.0848,5.9248,2.1873,131.087
10.6301,0.4866,68.2783,1.1249,1.0796,5.926,1.9465,130.7936
10.6374,0.4891,64.5364,1.1238,1.0754,5.0394,1.8223,129.8858
10.6302,0.4713,62.6177,1.1249,1.0747,3.8131,2.086,129.0274
10.6382,0.4524,62.8072,1.1282,1.0798,3.5556,2.3218,128.5303
10.6251,0.4474,58.3324,1.1334,1.0901,4.1133,2.1775,128.2625
10.6301,0.4485,55.4406,1.1393,1.1031,4.5961,2.0755,128.0832
10.6331,0.4279,56.8172,1.1445,1.1157,4.7829,2.0852,127.9733
10.6248,0.4092,57.5964,1.1476,1.1251,4.5368,2.1093,128.0188
10.6783,0.4124,56.9455,1.1473,1.128,4.4999,2.1198,128.3328
10.678,0.4363,55.2897,1.1432,1.1218,4.7311,2.127,128.9326
10.7022,0.4429,59.2832,1.1359,1.1075,4.7956,2.1422,129.7658
10.7213,0.4264,60.9178,1.1267,1.0893,4.7175,2.1494,130.5845
10.7464,0.4311,62.4295,1.118,1.0737,4.6728,2.1485,131.0294
10.7454,0.4399,63.4781,1.1114,1.0649,4.5345,2.1492,131.008
10.7486,0.4154,62.3271,1.1079,1.0633,4.3679,2.1458,130.655
10.7333,0.389,62.7165,1.1075,1.0659,4.4725,2.1336,130.1423
10.7333,0.4027,63.5498,1.1091,1.0692,4.6948,2.135,129.37
10.7416,0.4349,64.2385,1.1117,1.0713,4.7196,2.1415,127.993
10.7425,0.4638,60.3934,1.1144,1.0716,4.501,2.137,126.1763
10.7424,0.4743,55.8183,1.1173,1.0715,4.4827,2.137,124.6942
10.7422,0.4487,54.3196,1.1209,1.0751,4.9826,2.1798,123.942
10.7402,0.4289,50.9108,1.1254,1.0871,5.1314,2.2487,124.0138
10.7494,0.4457,55.3141,1.1292,1.105,4.926,2.2417,124.9542
10.7956,0.4704,63.9005,1.13,1.1158,4.9938,2.189,126.7389
10.8517,0.4961,62.9774,1.1257,1.1079,4.845,2.1641,128.8943
10.8836,0.4918,60.8733,1.1166,1.0852,4.5485,2.1639,130.572
10.9097,0.4673,61.58,1.1048,1.0613,4.4854,2.1698,131.342
10.9458,0.4542,61.3652,1.093,1.0442,4.6434,2.1672,131.3866
10.9287,0.4647,63.9661,1.083,1.0334,4.7013,2.1577,131.0258
10.9609,0.4671,64.2841,1.0756,1.0265,4.6465,2.1531,130.5864
10.9649,0.4479,62.3852,1.0709,1.0229,4.6556,2.1448,130.1899
10.9618,0.4379,64.6014,1.069,1.0224,5.0007,2.1343,129.6902
10.9678,0.4446,64.6056,1.0698,1.0244,5.1728,2.1349,129.2077
10.9678,0.4388,65.5685,1.0732,1.0285,5.0637,2.1298,128.8302
10.9678,0.4197,63.0799,1.0786,1.0353,4.8748,2.1193,128.6025
10.9875,0.4243,59.2896,1.0851,1.0449,4.8074,2.1204,128.417
11.042,0.4605,63.2599,1.0917,1.0548,4.7362,2.1277,128.1187
11.057,0.4955,68.0393,1.097,1.0621,4.6449,2.1314,127.7215
11.0921,0.5424,68.0518,1.1004,1.0657,4.5453,2.1318,127.3499
11.1324,0.5372,64.6799,1.1016,1.0664,4.6223,2.1287,127.0861
11.126,0.5112,62.7626,1.1008,1.0656,4.6964,2.1276,126.8662
11.1503,0.4574,64.3488,1.0985,1.0644,4.6525,2.1252,126.6581
11.1514,0.4299,63.6331,1.0952,1.0633,4.4643,2.1279,126.623
11.1503,0.429,65.2456,1.0915,1.0623,4.338,2.1274,127.1346
11.1583,0.4103,66.4897,1.0877,1.0608,4.4531,2.126,128.2583
11.1584,0.397,62.7804,1.0844,1.0581,5.0123,2.1277,129.3277
11.1603,0.4082,60.6704,1.0821,1.0545,5.7364,2.1303,129.5737
11.1794,0.4157,59.24,1.0816,1.0519,6.0912,2.142,128.9494
11.1721,0.418,60.0194,1.084,1.054,5.7777,2.1536,127.7265
11.2255,0.4307,60.403,1.0905,1.0645,5.2206,2.1558,126.0619
11.2375,0.4332,58.6529,1.101,1.0834,5.1004,2.1383,124.5204
11.2385,0.4099,59.9384,1.114,1.1054,5.3774,2.1064,123.773
11.2364,0.3649,61.5848,1.1266,1.1217,5.7575,2.0896,124.586
11.2535,0.3515,62.8371,1.1359,1.1261,6.0326,2.0879,125.581
11.2271,0.3723,62.7611,1.1405,1.1199,6.0466,2.0912,125.9359
11.2685,0.4125,60.8585,1.1402,1.1092,5.7893,2.0888,126.369
11.2694,0.4441,58.4497,1.1365,1.0985,5.4184,2.0842,127.0354
11.2935,0.4481,58.5279,1.1306,1.0888,5.2255,2.0934,127.3137
11.3367,0.4434,58.4802,1.1238,1.0801,5.3237,2.1049,126.7938
11.3637,0.4483,60.4074,1.1167,1.0727,5.3796,2.1086,125.9307
11.4129,0.4117,61.7176,1.1097,1.0663,5.3231,2.112,125.7793
11.4427,0.3926,61.9915,1.103,1.0598,5.1733,2.1133,126.4576
11.4888,0.4246,63.9216,1.0965,1.0529,5.0199,2.1205,127.4218
11.5352,0.4687,65.5022,1.0906,1.0463,4.9314,2.1264,128.0603
11.5117,0.4747,63.3339,1.0856,1.0412,4.8507,2.1296,128.2206
11.543,0.4273,62.7397,1.0819,1.0383,4.8084,2.1259,128.097
11.5763,0.4047,62.9865,1.0793,1.0371,4.8194,2.1179,127.9193
11.5759,0.4169,60.7788,1.0774,1.036,4.9078,2.1104,127.802
11.603,0.4414,57.5683,1.0757,1.0334,4.901,2.1145,127.8282
11.6233,0.4434,62.2753,1.0741,1.0289,5.0166,2.1268,128.0554
11.6152,0.4247,64.9584,1.073,1.0242,5.2202,2.1349,128.3989
11.6162,0.4368,64.2554,1.0733,1.0221,5.1853,2.14,128.4993
11.6282,0.4638,61.3343,1.0754,1.0244,5.2145,2.13,128.053
11.6392,0.4552,56.5231,1.0794,1.0311,5.2058,2.1172,127.2294
11.6353,0.4355,56.367,1.0849,1.0404,5.0301,2.1061,126.7165
11.6011,0.4297,55.3307,1.0913,1.0506,4.7313,2.0884,126.4956
11.5971,0.4633,55.5401,1.0974,1.0608,4.6686,2.0695,126.0693
11.6054,0.4954,56.0821,1.1021,1.0699,4.67,2.0665,125.4054
11.5863,0.4917,53.1174,1.1045,1.0755,4.5352,2.0678,124.9018
11.5209,0.5033,50.4425,1.1039,1.0764,4.4948,2.0676,124.6448
11.505,0.5028,51.7415,1.1004,1.0735,4.6628,2.0655,124.6861
11.5191,0.4936,54.8279,1.0945,1.0689,4.9356,2.0669,125.3651
11.5128,0.4785,57.1387,1.087,1.0632,5.1839,2.0732,126.9478
11.536,0.4581,60.4282,1.0782,1.055,5.4176,2.0935,128.807
11.5058,0.4999,63.4573,1.0686,1.043,5.8047,2.1254,128.9601
11.4989,0.5757,63.4451,1.0594,1.0281,5.9163,2.1545,125.6653
11.511,0.6249,60.5105,1.0527,1.0147,5.8824,2.1774,119.7002
11.4889,0.6236,56.7438,1.0509,1.0101,5.5574,2.198,113.381
11.4528,0.535,52.5259,1.0559,1.0207,5.0996,2.2351,109.3965
11.4519,0.5088,54.2053,1.0679,1.0475,4.7811,2.2713,108.5589
11.4478,0.5174,56.5183,1.0843,1.0836,4.6889,2.2371,110.7202
11.4548,0.5017,59.6426,1.1006,1.1143,4.7189,2.1532,115.1513
11.4629,0.5334,65.0092,1.1122,1.1254,4.7723,2.1271,120.5452
11.465,0.5483,62.4073,1.1167,1.1151,4.7564,2.1212,124.8816
11.468,0.5678,60.7117,1.1146,1.0958,4.6724,2.1193,126.6212
11.4689,0.6222,64.4023,1.1085,1.0799,4.9599,2.1229,127.2285
11.469,0.6603,64.4718,1.1007,1.0686,5.2535,2.1295,127.7475
11.467,0.5972,64.3694,1.0934,1.0573,5.1082,2.1339,128.2043
11.4428,0.5978,63.3326,1.0877,1.0453,4.6,2.1262,128.2802
11.4489,0.6117,60.0972,1.0849,1.0377,4.3559,2.1134,127.8423
11.4368,0.5397,60.3766,1.0854,1.0383,4.3605,2.0953,126.8836
11.4468,0.477,57.6694,1.0889,1.0466,4.3925,2.0703,125.5703
11.4508,0.4815,54.3512,1.0944,1.0589,4.3471,2.0535,124.4863
11.4507,0.4955,55.2224,1.1002,1.0715,4.524,2.0577,124.3154
11.3791,0.512,54.2831,1.1049,1.0808,4.846,2.0716,125.1024
11.3878,0.5173,56.0802,1.1074,1.0828,5.1353,2.0803,126.3746
11.3566,0.5666,61.6802,1.1072,1.0773,5.2378,2.1033,127.4757
11.3737,0.6401,64.4387,1.1047,1.0682,5.1697,2.119,128.1603
11.3767,0.6545,62.1086,1.1008,1.06,4.979,2.1198,128.4821
11.3264,0.6556,60.2051,1.0968,1.055,4.9436,2.1211,128.6123
11.3076,0.6746,58.094,1.0933,1.0532,5.0843,2.1112,128.7052
11.2965,0.6034,58.3401,1.0909,1.0535,5.0963,2.0985,128.8124
11.2806,0.5453,60.7826,1.0897,1.0547,4.6717,2.1048,128.8775
11.2574,0.5866,59.1173,1.0893,1.056,4.4268,2.0979,128.838
11.2464,0.5624,58.7784,1.0893,1.0569,4.5593,2.0792,128.749
11.2415,0.5277,57.5991,1.0894,1.057,4.8,2.0731,128.6755
11.2044,0.5351,57.4551,1.0892,1.0563,5.0455,2.0747,128.7013
11.1362,0.5643,59.2347,1.0885,1.0546,5.055,2.0887,128.8767
11.1142,0.5813,57.8464,1.0873,1.0519,5.002,2.1056,129.2181
11.087,0.5529,57.6953,1.0857,1.0485,4.9936,2.1203,129.6228
11.0318,0.538,60.3417,1.0837,1.0451,4.9846,2.1236,129.8466
11.0302,0.5554,61.9781,1.0814,1.0418,5.15,2.1119,129.7022
11.0071,0.5534,62.7258,1.0786,1.038,5.4879,2.1144,129.5073
10.9448,0.5691,63.1116,1.0755,1.033,5.5169,2.1158,129.4339
10.9187,0.5384,59.1699,1.0727,1.0278,5.421,2.1077,129.508
10.8735,0.5432,57.5662,1.0704,1.0243,5.5712,2.101,129.6341
10.8668,0.5461,60.1788,1.069,1.0235,5.1487,2.1027,129.7824
10.8277,0.4958,60.8109,1.0685,1.024,4.9629,2.1141,129.9269
10.7583,0.5314,61.4623,1.0688,1.0238,5.0219,2.1357,129.99
10.7235,0.6428,58.6668,1.0699,1.0234,4.6519,2.1574,129.9188
10.6874,0.6796,57.7583,1.0717,1.0243,4.1675,2.1555,129.8192
10.6018,0.5864,59.4413,1.074,1.0273,4.0879,2.1318,129.7085
10.574,0.5474,60.1891,1.0771,1.0316,4.1911,2.0954,129.4466
10.52,0.5585,57.8491,1.0815,1.0368,4.2043,2.076,128.8661
10.4558,0.54,56.4455,1.0879,1.0449,4.2843,2.0722,128.363
10.4299,0.4487,55.8081,1.0966,1.0588,4.6591,2.0727,128.2156
10.3776,0.3519,56.4788,1.1064,1.0779,5.0209,2.0804,128.3529
10.3635,0.3296,60.1051,1.1147,1.0957,5.1634,2.0873,128.5335
10.3726,0.3748,58.0179,1.1195,1.1043,5.1591,2.0848,128.6119
10.3685,0.4699,54.6399,1.1198,1.1011,5.1404,2.093,128.6488
10.3718,0.5143,51.8078,1.1172,1.0905,5.1616,2.0961,128.6828
10.3658,0.5285,52.6268,1.1139,1.0793,4.8213,2.0915,128.7117
10.3195,0.561,57.1543,1.112,1.0723,4.3198,2.0983,128.71
10.2864,0.6094,59.6691,1.1122,1.0711,4.2421,2.1161,128.6555
10.2876,0.6446,62.0183,1.1143,1.0742,4.5076,2.1214,128.5624
10.2916,0.6027,59.9169,1.1174,1.0789,4.5755,2.1144,128.3709
10.2805,0.5502,57.4483,1.1206,1.0835,4.4016,2.1,127.9619
10.2703,0.5314,56.8503,1.1232,1.0873,4.1268,2.0924,127.3668
10.2857,0.4987,58.1507,1.1251,1.0901,4.0964,2.0962,126.9544
10.2724,0.5115,60.4025,1.1264,1.0915,4.3738,2.1036,127.3198
10.2845,0.5644,61.8807,1.1272,1.092,4.8747,2.1005,128.4614
10.2764,0.6394,64.5117,1.1278,1.0924,5.2478,2.1053,129.6551
10.2714,0.6879,65.507,1.1282,1.0934,5.3174,2.1106,130.2827
10.2905,0.6529,62.777,1.1284,1.0943,4.9723,2.1119,130.3947
10.2601,0.6817,63.4297,1.128,1.0944,4.7567,2.1098,129.9412
10.2645,0.6623,62.3514,1.1271,1.0929,4.7695,2.1116,129.3223
10.2605,0.5893,58.5565,1.1258,1.0901,4.6302,2.121,128.8719
10.2603,0.6099,58.0367,1.1246,1.0871,4.4879,2.1204,129.2823
10.2573,0.6447,60.4531,1.1236,1.0852,4.5696,2.1259,130.1601
10.2665,0.572,64.3126,1.1227,1.0847,4.6714,2.1211,130.6982
10.2533,0.5798,65.0379,1.1218,1.0845,4.5286,2.1219,130.7024
10.2564,0.5593,59.6292,1.1211,1.0841,4.2741,2.121,130.3922
10.2605,0.5286,56.1649,1.1203,1.0839,4.2359,2.1054,130.1584
10.2573,0.5549,56.5314,1.1194,1.0844,4.2645,2.0943,129.9747
10.2515,0.5516,56.1048,1.1183,1.0855,4.2188,2.092,130.3174
10.2375,0.5101,53.8113,1.1168,1.0864,4.1491,2.088,131.0361
10.2375,0.4961,54.5922,1.1149,1.0865,4.0999,2.0849,131.4218
10.2474,0.4936,51.8301,1.1125,1.0855,4.1186,2.0723,130.8898
10.2455,0.5101,52.5707,1.1094,1.0819,4.2626,2.0677,128.5708
10.2474,0.4954,56.5654,1.106,1.0751,4.2723,2.0676,124.0182
10.2674,0.4879,53.847,1.1036,1.0688,4.4219,1.8079,118.9051
10.2653,0.5183,49.7164,1.104,1.07,4.7331,1.4737,117.5454
10.2664,0.5607,53.0154,1.1079,1.0832,4.7528,2.0035,120.5038
10.2413,0.5395,58.5195,1.1142,1.1036,4.3986,2.2229,124.3325
10.2271,0.5093,59.8349,1.1198,1.1194,4.3926,2.1439,126.8789
10.2314,0.5608,59.9623,1.122,1.1212,4.6819,2.1352,127.7506
10.2373,0.6382,63.1254,1.1194,1.1097,5.0204,2.1283,127.8986
10.2372,0.6456,63.6495,1.113,1.092,5.3041,2.1273,128.0192
10.2393,0.6959,64.8798,1.1049,1.0749,5.6578,2.1393,128.274
10.2414,0.6801,64.2477,1.097,1.0612,5.9068,2.1467,128.3801
10.2504,0.5863,64.2492,1.0907,1.0508,5.8568,2.1568,127.918
10.2744,0.5811,64.3472,1.0869,1.0434,5.8046,2.1518,127.2385
10.2663,0.5961,62.3194,1.0864,1.0403,5.5885,2.1372,126.9134
10.2845,0.5871,59.4403,1.0892,1.0431,5.2533,2.1224,127.4913
10.2573,0.5838,60.9665,1.0949,1.0511,5.2397,2.1088,128.4809
10.2735,0.555,62.9501,1.1025,1.0616,5.0232,2.1117,129.0797
10.2644,0.5542,61.0314,1.1105,1.0717,5.0124,2.1273,128.515
10.2806,0.5543,61.1737,1.118,1.0802,5.6552,2.1598,127.088
10.3005,0.5649,63.2407,1.124,1.0873,5.6459,2.1849,126.3145
10.3485,0.5993,62.9261,1.1281,1.0929,5.1097,2.2019,126.8722
10.3877,0.6782,63.4403,1.13,1.0959,4.7717,2.1713,128.4176
10.4168,0.6607,66.1035,1.1294,1.0951,4.611,2.1348,129.9486
10.3965,0.5559,64.2662,1.1265,1.0913,4.2875,2.1455,130.8052
10.3835,0.5541,66.5223,1.1218,1.0857,4.2021,2.1566,131.0753
10.4047,0.5834,68.9711,1.1162,1.0786,4.3526,2.1459,131.1018
10.3934,0.5521,67.55,1.1104,1.0712,4.3197,2.1331,130.6952
10.4338,0.5629,65.7807,1.1051,1.0649,4.2613,2.1334,129.962
10.4537,0.6029,67.5383,1.1007,1.0597,4.3343,2.1441,129.5869
10.4948,0.6749,66.9254,1.0976,1.0555,4.8341,2.1483,129.4921
10.4816,0.7575,62.1111,1.0963,1.0543,5.1421,2.2004,129.042
10.507,0.7536,62.5054,1.097,1.059,4.7277,2.296,128.2065
10.4957,0.6595,65.5079,1.0991,1.0679,4.1422,2.2856,127.4145
10.4989,0.5991,64.052,1.1014,1.075,3.9199,2.1796,127.2355
10.5029,0.5519,61.5543,1.1028,1.0758,3.9919,2.1271,127.3163
10.506,0.5351,62.7968,1.1027,1.0724,4.0982,2.1199,127.4374
10.4858,0.6014,65.5071,1.1013,1.069,4.1561,2.1163,127.7341
10.5059,0.6133,61.2549,1.0993,1.0666,4.2013,2.1175,128.3338
10.5502,0.5409,59.5931,1.0972,1.064,4.2602,2.1225,129.1248
10.5531,0.5347,61.2613,1.0952,1.0607,4.4577,2.1257,129.812
10.5541,0.5637,62.4075,1.094,1.0583,4.6517,2.1182,130.0523
10.545,0.5647,64.0816,1.0938,1.0576,4.6525,2.1089,129.9911
10.555,0.5368,64.1886,1.0948,1.0584,4.5457,2.1104,129.6994
10.546,0.5158,63.5125,1.0966,1.0601,4.4497,2.1037,129.4195
10.5399,0.5306,57.1309,1.0987,1.062,4.4581,2.1036,129.2277
10.5429,0.5682,53.1237,1.1006,1.0637,4.4001,2.1131,129.0551
10.5419,0.6147,57.3587,1.1023,1.0648,4.3886,2.1184,128.8888
10.5451,0.6252,58.676,1.1037,1.066,4.3967,2.1073,128.7522
10.542,0.5745,57.4948,1.1046,1.0683,4.3498,2.1115,128.6641
10.587,0.5354,57.7947,1.1047,1.0706,4.4926,2.1229,128.7658
10.6131,0.5531,59.9189,1.1031,1.0706,4.7151,2.1295,129.1943
10.6261,0.5849,62.272,1.0994,1.0673,4.5328,2.1386,129.7024
10.6199,0.6106,61.1072,1.0938,1.0625,4.3956,2.1414,129.7907
10.6311,0.6785,60.1306,1.0867,1.0582,5.0453,2.1501,129.3979
10.6311,0.7191,60.9317,1.0784,1.0543,6.4304,2.1585,129.0621
10.6744,0.6723,59.9912,1.0691,1.0489,5.5491,2.157,129.0764
10.7264,0.6002,59.7875,1.0588,1.0383,4.7564,2.1648,129.3042
10.7595,0.6126,61.9328,1.0484,1.0214,4.923,2.1755,129.6284
10.7825,0.68,62.2964,1.0394,1.0031,4.696,2.1726,130.0106
10.8285,0.6857,64.0614,1.0334,0.991,4.516,2.1706,130.1136
10.8685,0.6901,61.8058,1.031,0.9879,4.5324,2.1631,129.7751
10.8997,0.7194,57.4688,1.0322,0.9903,4.3293,2.1636,129.1462
10.9148,0.7167,58.0126,1.036,0.9945,4.2456,2.1493,128.6246
10.8976,0.6679,60.3191,1.0418,1.0008,4.1358,2.1354,128.2728
10.8947,0.6288,60.4285,1.0489,1.0104,4.0634,2.1283,127.9767
10.9149,0.6057,59.3879,1.0564,1.0217,4.1707,2.1114,127.7672
10.9388,0.5683,61.0228,1.063,1.0316,4.18,2.0985,127.7184
11.0039,0.597,59.1114,1.0675,1.0379,4.3395,2.1012,127.8073
11.037,0.6333,59.0111,1.0694,1.0391,4.6069,2.1118,127.929
11.0532,0.5945,60.6789,1.0693,1.0357,4.6136,2.1174,128.0621
11.045,0.5355,61.5515,1.0684,1.031,4.6154,2.1245,128.1885
11.059,0.5726,59.8091,1.0679,1.0287,4.5831,2.1344,128.2784
11.0448,0.6417,61.3558,1.068,1.0294,4.4504,2.1271,128.3554
11.0694,0.6255,64.4062,1.0688,1.0308,4.418,2.1131,128.403
11.0388,0.6041,60.9582,1.07,1.0316,4.3378,2.1109,128.3801
11.056,0.591,58.2051,1.0715,1.0329,4.3399,2.0961,128.3608
11.056,0.5916,58.5897,1.0732,1.0359,4.4867,2.08,128.4813
11.072,0.602,60.9092,1.0749,1.0402,4.5869,2.0936,128.6455
11.0998,0.6137,63.8446,1.076,1.0435,4.572,2.1029,128.6142
11.1844,0.6184,64.0612,1.0759,1.0438,4.7672,2.1015,128.34
11.2133,0.6058,64.5649,1.0743,1.0407,4.9422,2.1066,127.9192
11.2395,0.5975,62.3776,1.0715,1.035,4.8829,2.1211,127.5551
11.2564,0.6848,61.2851,1.0679,1.0286,4.9314,2.1264,127.3589
11.2624,0.7133,64.2042,1.0643,1.0232,4.7156,2.1336,127.3254
11.2606,0.6683,65.456,1.0612,1.0198,4.6247,2.1358,127.3872
11.2694,0.6647,62.34,1.0588,1.0182,4.923,2.1301,127.4405
11.3165,0.767,63.8633,1.0574,1.0176,4.8621,2.1215,127.4583
11.3425,0.7559,64.8438,1.0569,1.0178,4.6635,2.1234,127.4897
11.3927,0.6171,62.6808,1.0576,1.0189,4.6293,2.1204,127.5521
11.4651,0.527,65.1132,1.0593,1.0215,4.6215,2.1189,127.6064
11.512,0.5211,64.1483,1.0621,1.0255,4.7021,2.1096,127.6519
11.527,0.5796,64.8142,1.0654,1.0304,4.9135,2.106,127.7189
11.5401,0.589,67.0873,1.0689,1.0354,5.1898,2.1208,127.7697
11.531,0.5946,62.3671,1.072,1.0397,5.5105,2.1391,127.7978
11.5119,0.5922,61.6653,1.0742,1.0422,5.9065,2.1362,127.9333
11.5331,0.6334,62.4304,1.0756,1.0425,5.5272,2.1234,128.1767
11.5229,0.6912,59.5332,1.0761,1.0412,4.9033,2.1235,128.5711
11.5461,0.6658,62.2065,1.076,1.039,4.3916,2.1329,129.1728
11.5471,0.565,64.0576,1.0754,1.0368,4.2329,2.1314,129.8025
11.539,0.5416,62.5281,1.0746,1.0349,4.4694,2.1159,129.9576
11.5156,0.6112,62.0464,1.0739,1.0336,4.5659,2.1083,129.4809
11.549,0.6513,59.4687,1.0735,1.0329,4.6428,2.1062,128.7865
11.539,0.6117,58.0171,1.0738,1.0335,4.7828,2.0959,128.2405
11.531,0.584,56.9156,1.0749,1.0358,4.5228,2.0926,127.8677
11.537,0.5217,57.0523,1.0767,1.0395,4.5661,2.0987,127.6229
11.5349,0.4929,60.0989,1.0788,1.0429,4.9623,2.1095,127.5404
11.5381,0.4865,60.4143,1.0807,1.0451,4.8996,2.1291,127.6304
11.5148,0.4782,57.6001,1.0822,1.0463,4.5242,2.1347,127.8107
11.532,0.4831,59.2993,1.0832,1.0473,4.2523,2.1335,127.9253
11.5301,0.5222,64.2544,1.0837,1.0483,4.4457,2.1306,127.944
11.5291,0.5855,63.6153,1.084,1.0488,4.8476,2.1228,127.9037
11.5371,0.6226,60.2068,1.0841,1.0492,5.0237,2.1197,127.8346
11.5239,0.5887,59.0617,1.0837,1.0499,4.7523,2.1266,127.794
11.5271,0.5708,65.4512,1.0828,1.0506,4.6819,2.1286,127.8288
11.5352,0.611,64.7085,1.0808,1.0505,5.2823,2.126,127.9431
11.5259,0.6486,59.076,1.0776,1.049,6.2193,2.1219,128.1494
11.544,0.6582,61.1169,1.0728,1.0454,6.6195,2.1232,128.4987
11.5855,0.7203,62.5968,1.0662,1.0387,6.6424,2.1238,129.022
11.5721,0.7607,61.1007,1.0583,1.0288,6.309,2.1265,129.6197
11.5862,0.7067,62.2734,1.0499,1.0166,5.7664,2.1372,129.9891
11.5902,0.6228,61.1087,1.0424,1.0046,5.4654,2.1424,130.0764
11.5952,0.5808,60.2182,1.037,0.9952,5.624,2.1395,130.162
11.5809,0.6068,59.127,1.0345,0.9901,7.2931,2.1748,130.2141
11.5931,0.5909,55.7838,1.035,0.9901,11.3057,2.2696,130.259
11.6002,0.5465,51.4454,1.0384,0.9968,13.0052,2.298,130.2474
11.5972,0.5509,54.4066,1.0439,1.0101,10.1688,2.2307,130.1815
11.5942,0.5827,60.3935,1.0504,1.0228,6.6752,2.2046,129.9256
11.5892,0.6166,62.9223,1.0564,1.0252,5.2097,2.2121,129.3026
11.5973,0.6074,60.8862,1.0609,1.0174,4.9923,2.2044,128.5118
11.3349,0.5785,58.1993,1.0634,1.0092,5.0278,2.1798,127.8327
11.2886,0.5868,62.3606,1.0639,1.0048,5.0707,2.1565,127.1838
11.3006,0.6078,63.7827,1.0631,0.9961,5.0357,2.159,126.4593
